regiao,estado,municipio,coduf,data,semanaEpi,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
Nordeste,PB,Riacho de Santo Antônio,25,2021-06-27,26,122,0,4,0
Nordeste,PB,Riacho dos Cavalos,25,2021-06-27,26,734,0,16,0
Nordeste,PB,Rio Tinto,25,2021-06-27,26,2423,6,51,0
Nordeste,PE,Salgadinho,26,2021-06-27,26,211,1,3,0
Nordeste,PB,Salgado de São Félix,25,2021-06-27,26,772,0,12,0
Sul,SC,Santa Cecília,42,2021-06-27,26,1288,0,23,0
Nordeste,PB,Santana de Mangueira,25,2021-06-27,26,370,0,4,0
Nordeste,PB,Santana dos Garrotes,25,2021-06-27,26,428,0,9,0
Nordeste,PB,Joca Claudino,25,2021-06-27,26,98,0,2,0
Nordeste,PB,Santa Teresinha,25,2021-06-27,26,209,0,12,0
Sudeste,SP,Santo André,35,2021-06-27,26,57811,93,2750,6
Nordeste,PB,São Bentinho,25,2021-06-27,26,417,0,6,0
Nordeste,PB,São Domingos do Cariri,25,2021-06-27,26,180,0,5,0
Centro-Oeste,GO,São Domingos,52,2021-06-27,26,153,0,4,0
Sudeste,SP,São Francisco,35,2021-06-27,26,219,0,9,0
Nordeste,PB,São João do Cariri,25,2021-06-27,26,406,0,3,0
Nordeste,PB,São João do Tigre,25,2021-06-27,26,204,0,5,0
Nordeste,PB,São José da Lagoa Tapada,25,2021-06-27,26,993,1,8,0
Nordeste,PB,São José de Caiana,25,2021-06-27,26,382,0,10,0
Nordeste,PB,São José de Espinharas,25,2021-06-27,26,442,0,6,0
Nordeste,PB,São José dos Ramos,25,2021-06-27,26,451,0,6,0
Nordeste,PB,São José de Piranhas,25,2021-06-27,26,2021,0,42,0
Nordeste,PB,São José de Princesa,25,2021-06-27,26,212,0,1,0
Nordeste,PB,São José do Bonfim,25,2021-06-27,26,129,0,6,0
Nordeste,PB,São José do Brejo do Cruz,25,2021-06-27,26,178,0,1,0
Nordeste,PB,São José do Sabugi,25,2021-06-27,26,673,0,6,0
Nordeste,PB,São José dos Cordeiros,25,2021-06-27,26,94,0,6,0
Nordeste,PB,São Mamede,25,2021-06-27,26,741,0,31,0
Nordeste,PB,São Miguel de Taipu,25,2021-06-27,26,542,0,10,0
Nordeste,PB,São Sebastião de Lagoa de Roça,25,2021-06-27,26,977,14,21,0
Nordeste,PB,São Sebastião do Umbuzeiro,25,2021-06-27,26,235,0,5,0
Nordeste,PB,Sapé,25,2021-06-27,26,3074,21,110,2
Nordeste,PB,São Vicente do Seridó,25,2021-06-27,26,403,1,3,0
Nordeste,PB,Serra Branca,25,2021-06-27,26,955,2,33,0
Nordeste,PB,Serra da Raiz,25,2021-06-27,26,518,2,4,0
Nordeste,PB,Serra Grande,25,2021-06-27,26,216,0,6,0
Nordeste,PB,Serra Redonda,25,2021-06-27,26,561,1,10,0
Nordeste,PB,Serraria,25,2021-06-27,26,621,1,10,0
Sudeste,SP,Sertãozinho,35,2021-06-27,26,16177,55,411,0
Nordeste,PB,Sobrado,25,2021-06-27,26,513,4,9,0
Nordeste,PB,Solânea,25,2021-06-27,26,3733,29,50,0
Sul,RS,Soledade,43,2021-06-27,26,3828,0,81,0
Nordeste,PB,Sossêgo,25,2021-06-27,26,265,0,3,0
Nordeste,PB,Sousa,25,2021-06-27,26,6988,24,127,0
Nordeste,PB,Sumé,25,2021-06-27,26,2561,8,40,0
Nordeste,PB,Tacima,25,2021-06-27,26,375,13,8,0
Nordeste,BA,Taperoá,29,2021-06-27,26,1182,2,32,0
Sul,RS,Tavares,43,2021-06-27,26,367,0,10,0
Nordeste,PB,Teixeira,25,2021-06-27,26,849,3,34,0
Nordeste,PB,Tenório,25,2021-06-27,26,98,0,2,0
Sul,RS,Triunfo,43,2021-06-27,26,1926,0,83,0
Nordeste,PB,Uiraúna,25,2021-06-27,26,654,1,26,0
Nordeste,PB,Umbuzeiro,25,2021-06-27,26,426,5,11,0
Nordeste,PB,Vieirópolis,25,2021-06-27,26,212,8,4,0
Nordeste,PB,Zabelê,25,2021-06-27,26,148,0,1,0
Nordeste,PE,Abreu e Lima,26,2021-06-27,26,3099,5,226,0
Nordeste,PE,Afogados da Ingazeira,26,2021-06-27,26,4987,2,69,0
Nordeste,PE,Afrânio,26,2021-06-27,26,894,2,14,0
Nordeste,PE,Agrestina,26,2021-06-27,26,1667,0,61,0
Nordeste,PE,Água Preta,26,2021-06-27,26,1468,0,59,0
Nordeste,PE,Águas Belas,26,2021-06-27,26,1601,1,34,0
Nordeste,PE,Aliança,26,2021-06-27,26,637,2,60,0
Nordeste,PE,Altinho,26,2021-06-27,26,1266,0,24,0
Nordeste,PE,Amaraji,26,2021-06-27,26,583,0,36,0
Nordeste,PE,Angelim,26,2021-06-27,26,218,0,9,0
Nordeste,PE,Araçoiaba,26,2021-06-27,26,640,1,29,0
Nordeste,PE,Araripina,26,2021-06-27,26,6597,1,145,1
Nordeste,PE,Arcoverde,26,2021-06-27,26,5734,1,127,0
Nordeste,PE,Barra de Guabiraba,26,2021-06-27,26,402,0,15,0
Nordeste,PE,Barreiros,26,2021-06-27,26,766,0,59,0
Nordeste,PE,Belém de Maria,26,2021-06-27,26,251,1,6,0
Nordeste,PE,Belém do São Francisco,26,2021-06-27,26,863,27,10,0
Nordeste,PE,Belo Jardim,26,2021-06-27,26,3793,12,116,0
Nordeste,PE,Betânia,26,2021-06-27,26,487,0,14,0
Nordeste,PE,Bezerros,26,2021-06-27,26,3771,4,115,0
Nordeste,PE,Bodocó,26,2021-06-27,26,1923,1,31,1
Nordeste,PE,Bom Conselho,26,2021-06-27,26,1933,9,63,0
Nordeste,PE,Brejão,26,2021-06-27,26,470,1,9,0
Nordeste,PE,Brejo da Madre de Deus,26,2021-06-27,26,2044,4,49,0
Nordeste,PE,Buenos Aires,26,2021-06-27,26,342,1,23,1
Nordeste,PE,Buíque,26,2021-06-27,26,2343,7,43,0
Nordeste,PE,Cabo de Santo Agostinho,26,2021-06-27,26,7984,10,478,0
Nordeste,PE,Cabrobó,26,2021-06-27,26,2220,3,27,0
Nordeste,PE,Caetés,26,2021-06-27,26,1557,0,20,0
Nordeste,PE,Calçado,26,2021-06-27,26,491,0,5,0
Nordeste,PE,Calumbi,26,2021-06-27,26,672,0,4,0
Nordeste,PE,Camaragibe,26,2021-06-27,26,6741,8,390,0
Nordeste,PE,Camocim de São Félix,26,2021-06-27,26,533,1,17,0
Nordeste,PE,Camutanga,26,2021-06-27,26,841,0,26,0
Nordeste,PE,Canhotinho,26,2021-06-27,26,573,0,29,0
Nordeste,PE,Capoeiras,26,2021-06-27,26,1271,0,25,0
Nordeste,PE,Carnaíba,26,2021-06-27,26,2179,1,35,0
Nordeste,PE,Carnaubeira da Penha,26,2021-06-27,26,208,0,4,0
Nordeste,PE,Carpina,26,2021-06-27,26,4034,6,136,0
Nordeste,PE,Caruaru,26,2021-06-27,26,31477,27,655,4
Nordeste,PE,Casinhas,26,2021-06-27,26,331,0,11,0
Nordeste,PE,Catende,26,2021-06-27,26,1182,1,59,0
Nordeste,PE,Chã de Alegria,26,2021-06-27,26,456,0,21,0
Nordeste,PE,Chã Grande,26,2021-06-27,26,457,1,28,0
Nordeste,PE,Correntes,26,2021-06-27,26,288,0,11,0
Nordeste,PE,Cortês,26,2021-06-27,26,230,0,17,0
Nordeste,PE,Cumaru,26,2021-06-27,26,464,0,20,0
Nordeste,PE,Cupira,26,2021-06-27,26,2167,2,42,0
Nordeste,PE,Custódia,26,2021-06-27,26,790,2,53,0
Nordeste,PE,Dormentes,26,2021-06-27,26,1230,1,8,0
Nordeste,PE,Escada,26,2021-06-27,26,879,0,93,0
Nordeste,PE,Exu,26,2021-06-27,26,4042,1,53,0
Nordeste,SE,Feira Nova,28,2021-06-27,26,236,1,7,0
Nordeste,PE,Fernando de Noronha,26,2021-06-27,26,285,0,2,0
Nordeste,PE,Ferreiros,26,2021-06-27,26,1015,0,17,0
Nordeste,PE,Flores,26,2021-06-27,26,983,1,34,0
Sul,PR,Floresta,41,2021-06-27,26,1030,2,14,0
Nordeste,PE,Frei Miguelinho,26,2021-06-27,26,1240,0,22,0
Nordeste,PE,Gameleira,26,2021-06-27,26,430,1,36,0
Nordeste,PE,Garanhuns,26,2021-06-27,26,13660,2,265,1
Nordeste,PE,Glória do Goitá,26,2021-06-27,26,1123,0,43,0
Nordeste,PE,Goiana,26,2021-06-27,26,6873,29,147,0
Nordeste,PE,Granito,26,2021-06-27,26,413,0,5,0
Nordeste,PE,Gravatá,26,2021-06-27,26,4743,21,141,0
Nordeste,PE,Iati,26,2021-06-27,26,717,0,17,0
Nordeste,PE,Ibimirim,26,2021-06-27,26,902,6,27,0
Nordeste,PE,Ibirajuba,26,2021-06-27,26,253,1,9,0
Nordeste,PE,Igarassu,26,2021-06-27,26,3466,6,219,0
Nordeste,PE,Iguaracy,26,2021-06-27,26,734,0,28,0
Sul,PR,Inajá,41,2021-06-27,26,365,3,9,0
Nordeste,PE,Ingazeira,26,2021-06-27,26,428,0,6,0
Nordeste,PE,Ipojuca,26,2021-06-27,26,3247,17,159,0
Nordeste,PE,Ipubi,26,2021-06-27,26,1135,0,58,0
Nordeste,PE,Itacuruba,26,2021-06-27,26,310,1,5,0
Nordeste,PE,Itaíba,26,2021-06-27,26,923,6,12,0
Nordeste,PE,Ilha de Itamaracá,26,2021-06-27,26,1058,2,27,0
Sul,PR,Itambé,41,2021-06-27,26,718,1,31,0
Nordeste,PE,Itapetim,26,2021-06-27,26,1206,1,29,0
Nordeste,PE,Itapissuma,26,2021-06-27,26,801,0,42,0
Nordeste,PE,Itaquitinga,26,2021-06-27,26,553,3,30,0
Nordeste,PE,Jaboatão dos Guararapes,26,2021-06-27,26,32256,46,1567,2
Nordeste,PE,Jaqueira,26,2021-06-27,26,338,0,15,0
Nordeste,PE,Jataúba,26,2021-06-27,26,978,0,16,0
Nordeste,PE,João Alfredo,26,2021-06-27,26,654,0,46,0
Nordeste,PE,Joaquim Nabuco,26,2021-06-27,26,389,0,26,0
Nordeste,PE,Jucati,26,2021-06-27,26,682,2,12,0
Nordeste,PE,Jupi,26,2021-06-27,26,1083,2,20,0
Nordeste,PE,Lagoa do Carro,26,2021-06-27,26,1056,0,22,0
Nordeste,PE,Lagoa de Itaenga,26,2021-06-27,26,1077,4,27,0
Nordeste,PE,Lagoa do Ouro,26,2021-06-27,26,530,1,12,0
Nordeste,PE,Lagoa dos Gatos,26,2021-06-27,26,674,0,9,0
Sudeste,MG,Lagoa Grande,31,2021-06-27,26,801,0,30,0
Nordeste,PE,Lajedo,26,2021-06-27,26,2332,6,65,3
Nordeste,PE,Limoeiro,26,2021-06-27,26,2753,10,106,0
Nordeste,PE,Macaparana,26,2021-06-27,26,1237,2,32,0
Nordeste,PE,Machados,26,2021-06-27,26,663,1,15,0
Nordeste,PE,Manari,26,2021-06-27,26,381,0,5,0
Nordeste,PE,Maraial,26,2021-06-27,26,327,0,11,0
Nordeste,PE,Mirandiba,26,2021-06-27,26,852,0,17,0
Nordeste,PE,Moreno,26,2021-06-27,26,1801,1,105,0
Nordeste,PE,Nazaré da Mata,26,2021-06-27,26,1081,0,77,0
Nordeste,PE,Olinda,26,2021-06-27,26,20575,19,907,2
Nordeste,PE,Orobó,26,2021-06-27,26,1130,-2,26,0
Nordeste,PE,Orocó,26,2021-06-27,26,697,0,14,0
Nordeste,PE,Ouricuri,26,2021-06-27,26,2915,12,85,1
Nordeste,PE,Palmares,26,2021-06-27,26,3881,5,111,0
Nordeste,PE,Palmeirina,26,2021-06-27,26,198,1,7,0
Nordeste,PE,Panelas,26,2021-06-27,26,1010,2,29,0
Nordeste,PE,Paranatama,26,2021-06-27,26,494,0,15,0
Nordeste,PE,Passira,26,2021-06-27,26,1401,1,51,0
Nordeste,PE,Paudalho,26,2021-06-27,26,2680,2,100,0
Nordeste,PE,Pedra,26,2021-06-27,26,1132,1,25,0
Nordeste,PE,Pesqueira,26,2021-06-27,26,4626,31,107,0
Sul,SC,Petrolândia,42,2021-06-27,26,713,2,25,1
Nordeste,PE,Petrolina,26,2021-06-27,26,27421,7,460,0
Nordeste,PE,Poção,26,2021-06-27,26,570,0,16,0
Nordeste,PE,Pombos,26,2021-06-27,26,1775,0,40,0
Nordeste,PE,Quipapá,26,2021-06-27,26,693,0,13,0
Nordeste,PE,Recife,26,2021-06-27,26,134351,271,4646,7
Nordeste,PE,Riacho das Almas,26,2021-06-27,26,1206,0,28,0
Nordeste,PE,Ribeirão,26,2021-06-27,26,471,1,75,0
Nordeste,PE,Rio Formoso,26,2021-06-27,26,962,1,36,0
Nordeste,PE,Sairé,26,2021-06-27,26,555,0,8,0
Nordeste,PE,Salgueiro,26,2021-06-27,26,7457,9,112,0
Nordeste,PE,Saloá,26,2021-06-27,26,652,0,22,0
Nordeste,PE,Sanharó,26,2021-06-27,26,1289,0,23,0
Nordeste,PE,Santa Cruz da Baixa Verde,26,2021-06-27,26,565,0,15,0
Nordeste,PE,Santa Cruz do Capibaribe,26,2021-06-27,26,8139,14,147,0
Nordeste,PE,Santa Maria da Boa Vista,26,2021-06-27,26,1155,2,14,0
Nordeste,PE,Santa Maria do Cambucá,26,2021-06-27,26,590,0,17,0
Centro-Oeste,MT,Santa Terezinha,51,2021-06-27,26,424,0,12,0
Nordeste,PE,São Benedito do Sul,26,2021-06-27,26,356,0,14,0
Nordeste,PE,São Bento do Una,26,2021-06-27,26,2783,2,72,0
Nordeste,PE,São Caitano,26,2021-06-27,26,1751,1,68,0
Sul,PR,São João,41,2021-06-27,26,1357,8,22,0
Nordeste,PE,São Joaquim do Monte,26,2021-06-27,26,853,0,32,0
Nordeste,PE,São José da Coroa Grande,26,2021-06-27,26,1478,0,37,0
Nordeste,PE,São José do Belmonte,26,2021-06-27,26,2410,7,50,0
Nordeste,PE,São José do Egito,26,2021-06-27,26,2524,1,50,0
Nordeste,PE,São Lourenço da Mata,26,2021-06-27,26,4118,13,233,0
Nordeste,PE,São Vicente Férrer,26,2021-06-27,26,1278,1,30,1
Nordeste,PE,Serra Talhada,26,2021-06-27,26,9692,13,165,0
Nordeste,PE,Serrita,26,2021-06-27,26,1125,0,23,0
Nordeste,PE,Sertânia,26,2021-06-27,26,2886,0,43,0
Nordeste,PE,Sirinhaém,26,2021-06-27,26,846,0,44,0
Nordeste,PE,Moreilândia,26,2021-06-27,26,579,2,6,0
Nordeste,PE,Solidão,26,2021-06-27,26,668,1,3,0
Nordeste,PE,Surubim,26,2021-06-27,26,4325,4,82,0
Nordeste,PE,Tabira,26,2021-06-27,26,2787,1,42,0
Nordeste,PE,Tacaimbó,26,2021-06-27,26,468,1,9,0
Nordeste,PE,Tacaratu,26,2021-06-27,26,775,1,25,0
Nordeste,PE,Tamandaré,26,2021-06-27,26,565,0,31,0
Nordeste,PE,Taquaritinga do Norte,26,2021-06-27,26,713,3,25,0
Nordeste,PE,Terezinha,26,2021-06-27,26,524,0,7,0
Nordeste,BA,Terra Nova,29,2021-06-27,26,865,0,23,0
Nordeste,PE,Timbaúba,26,2021-06-27,26,3414,7,102,0
Nordeste,PE,Toritama,26,2021-06-27,26,1488,2,42,0
Nordeste,PE,Tracunhaém,26,2021-06-27,26,204,0,23,0
Centro-Oeste,GO,Trindade,52,2021-06-27,26,9173,-1,400,1
Nordeste,PE,Tupanatinga,26,2021-06-27,26,870,1,9,0
Nordeste,PE,Tuparetama,26,2021-06-27,26,394,0,25,0
Nordeste,PE,Venturosa,26,2021-06-27,26,1317,4,28,0
Nordeste,PE,Verdejante,26,2021-06-27,26,497,0,9,0
Nordeste,PE,Vertente do Lério,26,2021-06-27,26,451,0,6,0
Nordeste,PE,Vertentes,26,2021-06-27,26,1254,1,13,0
Nordeste,PE,Vicência,26,2021-06-27,26,750,11,34,0
Nordeste,PE,Vitória de Santo Antão,26,2021-06-27,26,6664,28,282,0
Nordeste,PE,Xexéu,26,2021-06-27,26,477,1,23,0
Nordeste,AL,Anadia,27,2021-06-27,26,1397,5,29,0
Nordeste,AL,Arapiraca,27,2021-06-27,26,28414,14,447,1
Sul,PR,Atalaia,41,2021-06-27,26,437,2,18,0
Nordeste,AL,Barra de Santo Antônio,27,2021-06-27,26,436,0,28,0
Nordeste,AL,Belo Monte,27,2021-06-27,26,440,0,9,0
Nordeste,AL,Boca da Mata,27,2021-06-27,26,1808,0,44,0
Nordeste,AL,Branquinha,27,2021-06-27,26,530,0,9,0
Nordeste,AL,Cacimbinhas,27,2021-06-27,26,732,1,10,0
Nordeste,AL,Cajueiro,27,2021-06-27,26,590,5,25,0
Sudeste,MG,Campestre,31,2021-06-27,26,1672,0,36,0
Sul,SC,Campo Alegre,42,2021-06-27,26,1237,6,36,0
Nordeste,AL,Canapi,27,2021-06-27,26,356,0,9,0
Nordeste,SE,Capela,28,2021-06-27,26,2640,4,45,0
Nordeste,AL,Carneiros,27,2021-06-27,26,267,1,7,0
Nordeste,AL,Chã Preta,27,2021-06-27,26,359,0,9,0
Nordeste,AL,Coité do Nóia,27,2021-06-27,26,438,0,18,0
Nordeste,AL,Colônia Leopoldina,27,2021-06-27,26,344,2,16,0
Nordeste,AL,Coqueiro Seco,27,2021-06-27,26,450,0,8,0
Nordeste,AL,Coruripe,27,2021-06-27,26,3974,13,50,0
Nordeste,AL,Craíbas,27,2021-06-27,26,1194,0,24,0
Nordeste,AL,Delmiro Gouveia,27,2021-06-27,26,3750,12,107,3
Nordeste,AL,Dois Riachos,27,2021-06-27,26,581,0,6,0
Nordeste,AL,Estrela de Alagoas,27,2021-06-27,26,427,1,12,0
Nordeste,AL,Feira Grande,27,2021-06-27,26,772,0,17,0
Nordeste,AL,Feliz Deserto,27,2021-06-27,26,134,0,4,0
Nordeste,AL,Flexeiras,27,2021-06-27,26,652,5,19,0
Nordeste,AL,Girau do Ponciano,27,2021-06-27,26,1754,0,38,0
Nordeste,AL,Ibateguara,27,2021-06-27,26,584,0,19,0
Nordeste,AL,Igaci,27,2021-06-27,26,1139,0,16,0
Nordeste,AL,Igreja Nova,27,2021-06-27,26,1280,42,19,1
Nordeste,AL,Inhapi,27,2021-06-27,26,395,0,11,0
Nordeste,AL,Jacaré dos Homens,27,2021-06-27,26,367,0,2,0
Nordeste,AL,Jacuípe,27,2021-06-27,26,170,0,4,0
Nordeste,AL,Japaratinga,27,2021-06-27,26,431,0,14,0
Nordeste,AL,Jaramataia,27,2021-06-27,26,108,0,1,0
Nordeste,AL,Jequiá da Praia,27,2021-06-27,26,579,0,9,0
Nordeste,AL,Joaquim Gomes,27,2021-06-27,26,719,0,21,1
Nordeste,AL,Junqueiro,27,2021-06-27,26,1073,0,39,0
Nordeste,AL,Lagoa da Canoa,27,2021-06-27,26,1036,1,18,0
Nordeste,AL,Limoeiro de Anadia,27,2021-06-27,26,1191,0,29,0
Nordeste,AL,Maceió,27,2021-06-27,26,82195,455,2320,7
Nordeste,AL,Major Isidoro,27,2021-06-27,26,777,0,22,1
Nordeste,AL,Maragogi,27,2021-06-27,26,1524,0,44,0
Sul,SC,Maravilha,42,2021-06-27,26,4418,15,63,1
Nordeste,AL,Marechal Deodoro,27,2021-06-27,26,6204,0,100,0
Nordeste,AL,Maribondo,27,2021-06-27,26,485,0,18,0
Nordeste,AL,Mar Vermelho,27,2021-06-27,26,145,0,2,0
Nordeste,AL,Mata Grande,27,2021-06-27,26,448,0,16,0
Nordeste,AL,Matriz de Camaragibe,27,2021-06-27,26,1432,1,38,0
Nordeste,AL,Messias,27,2021-06-27,26,1113,0,26,0
Nordeste,AL,Minador do Negrão,27,2021-06-27,26,169,0,6,0
Nordeste,AL,Monteirópolis,27,2021-06-27,26,237,0,10,0
Nordeste,AL,Murici,27,2021-06-27,26,1006,0,47,0
Nordeste,AL,Novo Lino,27,2021-06-27,26,199,0,11,0
Nordeste,AL,Olho d'Água das Flores,27,2021-06-27,26,1436,0,32,0
Nordeste,AL,Olho d'Água do Casado,27,2021-06-27,26,121,0,5,0
Nordeste,AL,Olho d'Água Grande,27,2021-06-27,26,188,0,9,0
Nordeste,AL,Olivença,27,2021-06-27,26,443,0,13,0
Sudeste,SP,Palestina,35,2021-06-27,26,619,2,31,0
Nordeste,AL,Palmeira dos Índios,27,2021-06-27,26,4579,18,125,0
Nordeste,AL,Pão de Açúcar,27,2021-06-27,26,1136,1,26,0
Nordeste,AL,Pariconha,27,2021-06-27,26,633,1,5,0
Nordeste,AL,Paripueira,27,2021-06-27,26,357,0,22,0
Nordeste,AL,Passo de Camaragibe,27,2021-06-27,26,766,4,20,0
Nordeste,AL,Paulo Jacinto,27,2021-06-27,26,353,16,11,0
Nordeste,AL,Penedo,27,2021-06-27,26,4011,12,70,0
Nordeste,AL,Piaçabuçu,27,2021-06-27,26,835,0,21,0
Nordeste,AL,Pindoba,27,2021-06-27,26,111,1,2,1
Centro-Oeste,GO,Piranhas,52,2021-06-27,26,1208,0,52,0
Nordeste,AL,Poço das Trincheiras,27,2021-06-27,26,441,1,9,0
Nordeste,AL,Porto Calvo,27,2021-06-27,26,1183,0,41,0
Nordeste,AL,Porto de Pedras,27,2021-06-27,26,366,0,12,1
Nordeste,AL,Porto Real do Colégio,27,2021-06-27,26,574,0,14,0
Nordeste,AL,Quebrangulo,27,2021-06-27,26,936,1,13,0
Nordeste,AL,Rio Largo,27,2021-06-27,26,3398,2,154,0
Nordeste,AL,Roteiro,27,2021-06-27,26,354,3,13,0
Nordeste,AL,Santa Luzia do Norte,27,2021-06-27,26,475,4,8,0
Nordeste,AL,Santana do Ipanema,27,2021-06-27,26,4482,9,81,1
Nordeste,AL,Santana do Mundaú,27,2021-06-27,26,747,0,17,0
Nordeste,AL,São Brás,27,2021-06-27,26,365,1,3,0
Nordeste,AL,São José da Laje,27,2021-06-27,26,1145,0,26,0
Nordeste,AL,São José da Tapera,27,2021-06-27,26,1227,2,31,0
Nordeste,AL,São Luís do Quitunde,27,2021-06-27,26,1247,17,25,0
Nordeste,AL,São Miguel dos Campos,27,2021-06-27,26,3509,25,77,0
Nordeste,AL,São Miguel dos Milagres,27,2021-06-27,26,279,0,13,0
Sudeste,SP,São Sebastião,35,2021-06-27,26,7590,5,155,0
Nordeste,AL,Satuba,27,2021-06-27,26,1055,3,34,0
Nordeste,AL,Senador Rui Palmeira,27,2021-06-27,26,332,0,11,0
Nordeste,AL,Tanque d'Arca,27,2021-06-27,26,402,-1,6,0
Nordeste,AL,Taquarana,27,2021-06-27,26,630,3,18,0
Nordeste,AL,Teotônio Vilela,27,2021-06-27,26,2000,3,63,0
Nordeste,AL,Traipu,27,2021-06-27,26,534,0,18,0
Nordeste,AL,União dos Palmares,27,2021-06-27,26,2235,1,80,0
Nordeste,SE,Amparo de São Francisco,28,2021-06-27,26,253,0,5,0
Nordeste,SE,Aquidabã,28,2021-06-27,26,2251,17,39,0
Nordeste,SE,Aracaju,28,2021-06-27,26,120003,197,2297,1
Nordeste,SE,Arauá,28,2021-06-27,26,1221,4,20,0
Nordeste,SE,Barra dos Coqueiros,28,2021-06-27,26,6841,17,90,0
Nordeste,SE,Boquim,28,2021-06-27,26,2587,3,63,0
Nordeste,SE,Brejo Grande,28,2021-06-27,26,448,0,13,0
Nordeste,SE,Campo do Brito,28,2021-06-27,26,2130,1,27,0
Nordeste,SE,Canhoba,28,2021-06-27,26,320,0,6,0
Nordeste,SE,Canindé de São Francisco,28,2021-06-27,26,2264,9,44,0
Nordeste,SE,Carira,28,2021-06-27,26,2174,2,43,0
Nordeste,SE,Carmópolis,28,2021-06-27,26,1020,0,38,0
Nordeste,SE,Cedro de São João,28,2021-06-27,26,987,4,19,0
Nordeste,SE,Cristinápolis,28,2021-06-27,26,579,3,27,0
Nordeste,SE,Cumbe,28,2021-06-27,26,300,0,2,0
Nordeste,SE,Divina Pastora,28,2021-06-27,26,839,0,13,0
Nordeste,SE,Estância,28,2021-06-27,26,7209,45,163,0
Nordeste,SE,Frei Paulo,28,2021-06-27,26,1627,1,32,0
Nordeste,SE,Gararu,28,2021-06-27,26,527,1,12,0
Nordeste,SE,General Maynard,28,2021-06-27,26,364,0,10,0
Nordeste,SE,Gracho Cardoso,28,2021-06-27,26,525,0,7,0
Nordeste,SE,Ilha das Flores,28,2021-06-27,26,371,0,15,0
Nordeste,SE,Indiaroba,28,2021-06-27,26,458,1,27,0
Nordeste,SE,Itabaianinha,28,2021-06-27,26,2842,12,66,0
Nordeste,SE,Itabi,28,2021-06-27,26,195,0,2,0
Nordeste,SE,Itaporanga d'Ajuda,28,2021-06-27,26,3016,9,70,0
Nordeste,SE,Japaratuba,28,2021-06-27,26,1392,6,53,1
Nordeste,SE,Japoatã,28,2021-06-27,26,413,0,20,0
Nordeste,SE,Lagarto,28,2021-06-27,26,7512,8,208,1
Nordeste,SE,Laranjeiras,28,2021-06-27,26,1834,0,56,0
Nordeste,SE,Macambira,28,2021-06-27,26,623,1,8,0
Nordeste,SE,Malhada dos Bois,28,2021-06-27,26,310,0,5,0
Nordeste,SE,Malhador,28,2021-06-27,26,1090,0,25,0
Nordeste,SE,Maruim,28,2021-06-27,26,1123,3,42,0
Nordeste,SE,Moita Bonita,28,2021-06-27,26,1180,4,13,0
Nordeste,SE,Monte Alegre de Sergipe,28,2021-06-27,26,802,0,11,0
Nordeste,SE,Muribeca,28,2021-06-27,26,294,0,16,0
Nordeste,SE,Neópolis,28,2021-06-27,26,1331,2,40,0
Nordeste,SE,Nossa Senhora Aparecida,28,2021-06-27,26,764,1,16,0
Nordeste,SE,Nossa Senhora da Glória,28,2021-06-27,26,2701,0,76,0
Nordeste,SE,Nossa Senhora das Dores,28,2021-06-27,26,2029,0,48,0
Nordeste,SE,Nossa Senhora de Lourdes,28,2021-06-27,26,460,2,10,0
Nordeste,SE,Nossa Senhora do Socorro,28,2021-06-27,26,17523,17,531,0
Nordeste,SE,Pedra Mole,28,2021-06-27,26,261,0,6,0
Nordeste,SE,Pedrinhas,28,2021-06-27,26,636,0,16,0
Sul,PR,Pinhão,41,2021-06-27,26,2115,6,57,0
Nordeste,SE,Pirambu,28,2021-06-27,26,723,1,25,0
Nordeste,SE,Poço Redondo,28,2021-06-27,26,1042,4,28,0
Nordeste,SE,Poço Verde,28,2021-06-27,26,2008,21,47,0
Nordeste,SE,Porto da Folha,28,2021-06-27,26,1637,5,32,0
Nordeste,SE,Propriá,28,2021-06-27,26,3341,2,74,0
Nordeste,SE,Riachão do Dantas,28,2021-06-27,26,1448,0,33,0
Nordeste,SE,Ribeirópolis,28,2021-06-27,26,1650,4,31,0
Nordeste,SE,Rosário do Catete,28,2021-06-27,26,848,0,19,0
Nordeste,SE,Salgado,28,2021-06-27,26,1586,0,41,0
Nordeste,SE,Santa Luzia do Itanhy,28,2021-06-27,26,722,1,13,0
Nordeste,SE,Santana do São Francisco,28,2021-06-27,26,612,0,16,0
Sul,SC,Santa Rosa de Lima,42,2021-06-27,26,301,0,5,0
Nordeste,SE,Santo Amaro das Brotas,28,2021-06-27,26,667,1,18,0
Nordeste,SE,São Cristóvão,28,2021-06-27,26,9566,21,230,1
Nordeste,SE,São Miguel do Aleixo,28,2021-06-27,26,441,2,4,0
Nordeste,SE,Simão Dias,28,2021-06-27,26,3160,7,81,0
Nordeste,SE,Siriri,28,2021-06-27,26,828,2,10,0
Nordeste,SE,Telha,28,2021-06-27,26,390,0,8,0
Nordeste,SE,Tobias Barreto,28,2021-06-27,26,4316,7,90,1
Nordeste,SE,Tomar do Geru,28,2021-06-27,26,1050,-1,25,0
Nordeste,SE,Umbaúba,28,2021-06-27,26,2038,7,38,0
Nordeste,BA,Abaíra,29,2021-06-27,26,284,0,11,0
Nordeste,BA,Abaré,29,2021-06-27,26,954,1,11,0
Nordeste,BA,Acajutiba,29,2021-06-27,26,525,1,16,0
