regiao,estado,municipio,coduf,data,semanaEpi,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos
Norte,RO,Alta Floresta D'Oeste,11,2021-06-27,26,3884,0,65,0
Norte,RO,Ariquemes,11,2021-06-27,26,21503,1,461,0
Norte,RO,Cabixi,11,2021-06-27,26,816,0,20,0
Norte,RO,Cacoal,11,2021-06-27,26,13452,0,277,0
Norte,RO,Cerejeiras,11,2021-06-27,26,2420,3,60,0
Norte,RO,Colorado do Oeste,11,2021-06-27,26,2171,0,38,0
Norte,RO,Corumbiara,11,2021-06-27,26,775,4,18,0
Norte,RO,Costa Marques,11,2021-06-27,26,1648,0,31,0
Norte,RO,Espigão D'Oeste,11,2021-06-27,26,3236,1,60,0
Norte,RO,Guajará-Mirim,11,2021-06-27,26,5374,0,223,0
Norte,RO,Jaru,11,2021-06-27,26,7357,4,162,0
Norte,RO,Ji-Paraná,11,2021-06-27,26,18164,82,538,0
Norte,RO,Machadinho D'Oeste,11,2021-06-27,26,6535,1,106,1
Norte,RO,Nova Brasilândia D'Oeste,11,2021-06-27,26,1846,5,27,0
Norte,RO,Ouro Preto do Oeste,11,2021-06-27,26,4482,0,134,0
Norte,RO,Pimenta Bueno,11,2021-06-27,26,6086,0,104,0
Norte,RO,Porto Velho,11,2021-06-27,26,82647,82,2430,0
Nordeste,MA,Presidente Médici,21,2021-06-27,26,349,0,2,0
Norte,RO,Rio Crespo,11,2021-06-27,26,581,0,12,0
Norte,RO,Rolim de Moura,11,2021-06-27,26,6329,0,162,0
Norte,RO,Santa Luzia D'Oeste,11,2021-06-27,26,924,0,17,0
Norte,RO,Vilhena,11,2021-06-27,26,13075,0,253,0
Norte,RO,São Miguel do Guaporé,11,2021-06-27,26,2321,0,47,0
Norte,RO,Nova Mamoré,11,2021-06-27,26,3458,0,76,0
Norte,RO,Alvorada D'Oeste,11,2021-06-27,26,1093,0,29,0
Norte,RO,Alto Alegre dos Parecis,11,2021-06-27,26,1444,0,44,0
Sul,PR,Alto Paraíso,41,2021-06-27,26,264,1,5,0
Sudeste,MG,Buritis,31,2021-06-27,26,1719,0,36,0
Norte,RO,Novo Horizonte do Oeste,11,2021-06-27,26,624,0,22,0
Norte,RO,Cacaulândia,11,2021-06-27,26,814,0,10,0
Norte,RO,Campo Novo de Rondônia,11,2021-06-27,26,1161,0,22,0
Norte,RO,Candeias do Jamari,11,2021-06-27,26,3813,2,76,0
Norte,RO,Castanheiras,11,2021-06-27,26,262,0,6,0
Norte,RO,Chupinguaia,11,2021-06-27,26,1378,0,19,0
Norte,RO,Cujubim,11,2021-06-27,26,1887,0,38,0
Norte,RO,Governador Jorge Teixeira,11,2021-06-27,26,608,0,21,0
Norte,RO,Itapuã do Oeste,11,2021-06-27,26,1365,0,18,0
Norte,RO,Ministro Andreazza,11,2021-06-27,26,498,0,14,0
Norte,RO,Mirante da Serra,11,2021-06-27,26,1006,1,12,0
Norte,RO,Monte Negro,11,2021-06-27,26,1687,0,30,0
Sudeste,MG,Nova União,31,2021-06-27,26,279,0,5,0
Norte,RO,Parecis,11,2021-06-27,26,386,0,11,0
Norte,RO,Pimenteiras do Oeste,11,2021-06-27,26,428,0,15,0
Norte,RO,Primavera de Rondônia,11,2021-06-27,26,173,0,7,0
Norte,RO,São Felipe D'Oeste,11,2021-06-27,26,481,0,9,0
Norte,RO,São Francisco do Guaporé,11,2021-06-27,26,2154,0,44,0
Norte,RO,Seringueiras,11,2021-06-27,26,1356,3,18,0
Norte,RO,Teixeirópolis,11,2021-06-27,26,521,0,8,0
Norte,RO,Theobroma,11,2021-06-27,26,775,0,25,0
Norte,RO,Urupá,11,2021-06-27,26,1194,1,32,0
Norte,RO,Vale do Anari,11,2021-06-27,26,1145,0,21,0
Norte,RO,Vale do Paraíso,11,2021-06-27,26,766,0,25,0
Norte,AC,Acrelândia,12,2021-06-27,26,1682,31,36,0
Norte,AC,Assis Brasil,12,2021-06-27,26,1763,3,24,0
Norte,AC,Brasiléia,12,2021-06-27,26,2888,0,38,0
Norte,AC,Bujari,12,2021-06-27,26,1136,0,17,0
Norte,AC,Capixaba,12,2021-06-27,26,655,1,17,0
Sul,RS,Cruzeiro do Sul,43,2021-06-27,26,1248,0,36,0
Norte,AC,Epitaciolândia,12,2021-06-27,26,1463,0,32,0
Norte,AC,Feijó,12,2021-06-27,26,3208,9,59,0
Norte,AC,Jordão,12,2021-06-27,26,708,0,2,0
Norte,AC,Mâncio Lima,12,2021-06-27,26,2621,0,29,0
Norte,AC,Manoel Urbano,12,2021-06-27,26,903,0,14,0
Norte,AC,Marechal Thaumaturgo,12,2021-06-27,26,1259,0,11,0
Norte,AC,Plácido de Castro,12,2021-06-27,26,1742,2,18,0
Norte,AC,Porto Walter,12,2021-06-27,26,543,0,4,0
Centro-Oeste,MT,Rio Branco,51,2021-06-27,26,690,0,17,1
Norte,AC,Rodrigues Alves,12,2021-06-27,26,847,2,12,0
Norte,AC,Santa Rosa do Purus,12,2021-06-27,26,978,0,7,0
Norte,AC,Senador Guiomard,12,2021-06-27,26,1174,0,42,0
Norte,AC,Sena Madureira,12,2021-06-27,26,5787,1,64,0
Norte,AC,Tarauacá,12,2021-06-27,26,6422,4,36,0
Norte,AC,Xapuri,12,2021-06-27,26,2985,0,28,0
Norte,AC,Porto Acre,12,2021-06-27,26,1513,0,36,0
Norte,AM,Alvarães,13,2021-06-27,26,2860,2,46,0
Norte,AM,Amaturá,13,2021-06-27,26,2354,0,17,0
Norte,AM,Anamã,13,2021-06-27,26,1781,1,9,0
Norte,AM,Anori,13,2021-06-27,26,1887,0,31,0
Norte,AM,Apuí,13,2021-06-27,26,1373,0,31,0
Norte,AM,Atalaia do Norte,13,2021-06-27,26,2795,0,9,0
Norte,AM,Autazes,13,2021-06-27,26,2867,0,95,0
Norte,AM,Barcelos,13,2021-06-27,26,4322,0,59,0
Norte,AM,Barreirinha,13,2021-06-27,26,2420,1,62,0
Norte,AM,Benjamin Constant,13,2021-06-27,26,2694,0,87,0
Norte,AM,Beruri,13,2021-06-27,26,2231,2,34,0
Norte,AM,Boa Vista do Ramos,13,2021-06-27,26,957,0,11,0
Norte,AM,Boca do Acre,13,2021-06-27,26,2631,2,26,0
Norte,AM,Borba,13,2021-06-27,26,2196,1,65,0
Norte,AM,Caapiranga,13,2021-06-27,26,668,0,22,0
Norte,AM,Canutama,13,2021-06-27,26,1342,0,8,0
Norte,AM,Carauari,13,2021-06-27,26,6654,0,55,0
Norte,AM,Careiro,13,2021-06-27,26,4300,0,85,0
Norte,AM,Careiro da Várzea,13,2021-06-27,26,996,0,25,0
Norte,AM,Coari,13,2021-06-27,26,9340,4,230,0
Norte,AM,Codajás,13,2021-06-27,26,2436,0,22,0
Norte,AM,Eirunepé,13,2021-06-27,26,4204,0,28,0
Norte,AM,Envira,13,2021-06-27,26,2675,0,11,0
Norte,AM,Fonte Boa,13,2021-06-27,26,1599,0,39,1
Norte,AM,Guajará,13,2021-06-27,26,1682,0,26,0
Sul,RS,Humaitá,43,2021-06-27,26,237,0,5,0
Norte,AM,Ipixuna,13,2021-06-27,26,5320,36,19,0
Norte,AM,Iranduba,13,2021-06-27,26,8740,6,161,0
Norte,AM,Itacoatiara,13,2021-06-27,26,9256,9,312,0
Norte,AM,Itamarati,13,2021-06-27,26,961,0,9,0
Sul,SC,Itapiranga,42,2021-06-27,26,2081,0,14,0
Sul,PR,Japurá,41,2021-06-27,26,1007,17,12,0
Norte,AM,Juruá,13,2021-06-27,26,978,0,15,0
Norte,AM,Jutaí,13,2021-06-27,26,2481,0,34,0
Norte,AM,Lábrea,13,2021-06-27,26,6944,4,77,0
Norte,AM,Manacapuru,13,2021-06-27,26,9414,12,377,1
Norte,AM,Manaquiri,13,2021-06-27,26,1542,19,46,0
Norte,AM,Manaus,13,2021-06-27,26,186096,130,9134,2
Norte,AM,Manicoré,13,2021-06-27,26,4677,0,102,0
Norte,AM,Maraã,13,2021-06-27,26,2278,1,23,0
Norte,AM,Maués,13,2021-06-27,26,4834,5,129,0
Norte,AM,Nhamundá,13,2021-06-27,26,1865,0,34,0
Norte,AM,Nova Olinda do Norte,13,2021-06-27,26,2626,0,67,0
Norte,AM,Novo Airão,13,2021-06-27,26,2344,0,33,0
Norte,AM,Novo Aripuanã,13,2021-06-27,26,1993,0,30,0
Norte,AM,Parintins,13,2021-06-27,26,9958,1,354,0
Norte,AM,Pauini,13,2021-06-27,26,2758,0,22,0
Norte,AM,Presidente Figueiredo,13,2021-06-27,26,6093,7,96,0
Norte,AM,Rio Preto da Eva,13,2021-06-27,26,4504,0,72,0
Norte,AM,Santa Isabel do Rio Negro,13,2021-06-27,26,2744,0,53,0
Norte,AM,Santo Antônio do Içá,13,2021-06-27,26,1850,0,44,0
Norte,AM,São Gabriel da Cachoeira,13,2021-06-27,26,8096,0,108,0
Norte,AM,São Paulo de Olivença,13,2021-06-27,26,5255,0,66,0
Norte,AM,São Sebastião do Uatumã,13,2021-06-27,26,1537,0,18,0
Norte,AM,Silves,13,2021-06-27,26,1375,0,22,0
Sudeste,SP,Tabatinga,35,2021-06-27,26,1803,0,48,0
Norte,AM,Tapauá,13,2021-06-27,26,1819,0,22,0
Norte,AM,Tefé,13,2021-06-27,26,9635,1,195,0
Norte,AM,Tonantins,13,2021-06-27,26,1330,0,33,0
Norte,AM,Uarini,13,2021-06-27,26,1952,0,25,0
Norte,AM,Urucará,13,2021-06-27,26,2433,0,51,0
Norte,AM,Urucurituba,13,2021-06-27,26,2610,0,34,0
Norte,RR,Amajari,14,2021-06-27,26,1023,1,20,0
Sul,RS,Alto Alegre,43,2021-06-27,26,197,0,1,0
Nordeste,PB,Boa Vista,25,2021-06-27,26,769,2,14,1
Sudeste,MG,Bonfim,31,2021-06-27,26,397,0,14,0
Norte,RR,Cantá,14,2021-06-27,26,2162,1,31,0
Norte,RR,Caracaraí,14,2021-06-27,26,2461,2,51,0
Norte,RR,Caroebe,14,2021-06-27,26,1873,0,19,0
Nordeste,CE,Iracema,23,2021-06-27,26,2389,5,32,0
Norte,RR,Mucajaí,14,2021-06-27,26,2107,1,38,0
Norte,RR,Normandia,14,2021-06-27,26,480,2,26,0
Norte,RR,Pacaraima,14,2021-06-27,26,2186,2,34,0
Norte,RR,Rorainópolis,14,2021-06-27,26,2946,0,59,0
Norte,RR,São João da Baliza,14,2021-06-27,26,1353,0,9,0
Norte,RR,São Luiz,14,2021-06-27,26,585,1,11,0
Norte,RR,Uiramutã,14,2021-06-27,26,1152,0,10,0
Norte,PA,Abaetetuba,15,2021-06-27,26,8882,1,219,0
Norte,PA,Abel Figueiredo,15,2021-06-27,26,969,0,10,0
Norte,PA,Acará,15,2021-06-27,26,1317,1,31,1
Norte,PA,Afuá,15,2021-06-27,26,2988,0,16,0
Norte,PA,Água Azul do Norte,15,2021-06-27,26,1226,0,15,0
Norte,PA,Alenquer,15,2021-06-27,26,3454,0,130,0
Norte,PA,Almeirim,15,2021-06-27,26,3664,0,44,1
Norte,PA,Altamira,15,2021-06-27,26,13525,0,285,0
Norte,PA,Anajás,15,2021-06-27,26,1356,0,22,0
Norte,PA,Ananindeua,15,2021-06-27,26,24132,6,802,0
Norte,PA,Anapu,15,2021-06-27,26,1595,0,38,0
Norte,PA,Augusto Corrêa,15,2021-06-27,26,1996,0,44,0
Norte,PA,Aurora do Pará,15,2021-06-27,26,1533,0,14,0
Norte,PA,Aveiro,15,2021-06-27,26,642,10,12,0
Norte,PA,Bagre,15,2021-06-27,26,911,0,12,0
Norte,PA,Baião,15,2021-06-27,26,742,1,34,0
Norte,PA,Bannach,15,2021-06-27,26,647,5,3,0
Norte,PA,Barcarena,15,2021-06-27,26,11160,0,215,0
Nordeste,AL,Belém,27,2021-06-27,26,119,0,7,1
Norte,PA,Belterra,15,2021-06-27,26,1454,0,26,0
Norte,PA,Benevides,15,2021-06-27,26,3882,5,101,0
Norte,TO,Bom Jesus do Tocantins,17,2021-06-27,26,135,0,3,0
Centro-Oeste,MS,Bonito,50,2021-06-27,26,2966,4,62,0
Norte,PA,Bragança,15,2021-06-27,26,4129,3,143,0
Norte,PA,Brasil Novo,15,2021-06-27,26,1870,0,42,0
Norte,PA,Brejo Grande do Araguaia,15,2021-06-27,26,812,0,4,0
Norte,PA,Breu Branco,15,2021-06-27,26,771,0,44,0
Norte,PA,Breves,15,2021-06-27,26,4039,0,117,0
Norte,PA,Bujaru,15,2021-06-27,26,1420,0,38,0
Norte,PA,Cachoeira do Piriá,15,2021-06-27,26,894,0,5,0
Norte,PA,Cachoeira do Arari,15,2021-06-27,26,493,0,23,0
Norte,PA,Cametá,15,2021-06-27,26,8782,1,241,0
Norte,PA,Canaã dos Carajás,15,2021-06-27,26,8396,6,113,0
Sul,PR,Capanema,41,2021-06-27,26,2446,9,25,0
Norte,PA,Capitão Poço,15,2021-06-27,26,2098,0,73,0
Norte,PA,Castanhal,15,2021-06-27,26,8172,0,420,0
Norte,PA,Chaves,15,2021-06-27,26,569,0,2,0
Norte,PA,Colares,15,2021-06-27,26,514,0,21,0
Norte,PA,Conceição do Araguaia,15,2021-06-27,26,3890,2,40,2
Norte,PA,Concórdia do Pará,15,2021-06-27,26,2555,0,30,0
Norte,PA,Cumaru do Norte,15,2021-06-27,26,1034,0,7,0
Norte,PA,Curionópolis,15,2021-06-27,26,2396,0,34,0
Norte,PA,Curralinho,15,2021-06-27,26,566,0,32,0
Norte,PA,Curuá,15,2021-06-27,26,1882,0,18,0
Norte,PA,Curuçá,15,2021-06-27,26,2201,0,71,0
Norte,PA,Dom Eliseu,15,2021-06-27,26,1908,0,37,0
Norte,PA,Eldorado do Carajás,15,2021-06-27,26,580,1,27,0
Norte,PA,Faro,15,2021-06-27,26,1101,0,30,0
Norte,PA,Floresta do Araguaia,15,2021-06-27,26,1034,0,13,0
Norte,PA,Garrafão do Norte,15,2021-06-27,26,1349,0,11,0
Norte,PA,Goianésia do Pará,15,2021-06-27,26,1770,0,31,0
Norte,PA,Gurupá,15,2021-06-27,26,2311,0,13,0
Norte,PA,Igarapé-Açu,15,2021-06-27,26,2581,0,70,0
Norte,PA,Igarapé-Miri,15,2021-06-27,26,3095,3,84,0
Norte,PA,Inhangapi,15,2021-06-27,26,334,0,14,0
Norte,PA,Ipixuna do Pará,15,2021-06-27,26,2208,0,41,0
Norte,PA,Irituia,15,2021-06-27,26,1340,0,17,0
Norte,PA,Itaituba,15,2021-06-27,26,10776,0,305,0
Norte,PA,Itupiranga,15,2021-06-27,26,1549,0,74,0
Norte,PA,Jacareacanga,15,2021-06-27,26,2428,0,33,0
Norte,PA,Jacundá,15,2021-06-27,26,2129,0,68,0
Norte,PA,Juruti,15,2021-06-27,26,4085,0,166,0
Norte,PA,Limoeiro do Ajuru,15,2021-06-27,26,1636,0,61,0
Norte,PA,Mãe do Rio,15,2021-06-27,26,1421,0,66,0
Norte,PA,Magalhães Barata,15,2021-06-27,26,336,0,15,0
Norte,PA,Marabá,15,2021-06-27,26,17469,1,429,0
Norte,PA,Maracanã,15,2021-06-27,26,753,0,44,0
Norte,PA,Marapanim,15,2021-06-27,26,963,0,39,0
Norte,PA,Marituba,15,2021-06-27,26,2811,6,130,1
Norte,PA,Medicilândia,15,2021-06-27,26,3140,0,43,0
Norte,PA,Melgaço,15,2021-06-27,26,515,0,17,0
Norte,PA,Mocajuba,15,2021-06-27,26,3256,1,60,0
Norte,PA,Moju,15,2021-06-27,26,1988,0,62,0
Norte,PA,Mojuí dos Campos,15,2021-06-27,26,1331,0,29,0
Nordeste,RN,Monte Alegre,24,2021-06-27,26,1159,10,11,0
Norte,PA,Muaná,15,2021-06-27,26,854,0,28,0
Norte,PA,Nova Esperança do Piriá,15,2021-06-27,26,1418,0,8,0
Norte,PA,Nova Ipixuna,15,2021-06-27,26,1099,0,22,0
Norte,PA,Nova Timboteua,15,2021-06-27,26,1038,0,16,0
Norte,PA,Novo Progresso,15,2021-06-27,26,2529,0,63,0
Norte,PA,Novo Repartimento,15,2021-06-27,26,1808,0,97,0
Norte,PA,Óbidos,15,2021-06-27,26,6393,0,122,0
Norte,PA,Oeiras do Pará,15,2021-06-27,26,1453,0,44,0
Norte,PA,Oriximiná,15,2021-06-27,26,7869,0,124,0
Norte,PA,Ourém,15,2021-06-27,26,395,0,9,0
Norte,PA,Ourilândia do Norte,15,2021-06-27,26,5273,15,51,0
Norte,PA,Pacajá,15,2021-06-27,26,2047,0,31,0
Norte,PA,Palestina do Pará,15,2021-06-27,26,669,0,8,0
Norte,PA,Paragominas,15,2021-06-27,26,8646,0,209,0
Norte,PA,Parauapebas,15,2021-06-27,26,51417,0,439,0
Norte,TO,Pau D'Arco,17,2021-06-27,26,389,0,7,0
Norte,PA,Peixe-Boi,15,2021-06-27,26,337,0,4,0
Norte,PA,Piçarra,15,2021-06-27,26,758,0,7,0
Norte,PA,Placas,15,2021-06-27,26,1696,0,34,0
Norte,PA,Ponta de Pedras,15,2021-06-27,26,2716,0,26,0
Norte,PA,Portel,15,2021-06-27,26,2804,0,81,0
Norte,PA,Porto de Moz,15,2021-06-27,26,1306,0,30,0
Norte,PA,Prainha,15,2021-06-27,26,1775,0,73,0
Nordeste,PE,Primavera,26,2021-06-27,26,299,0,20,0
Norte,PA,Quatipuru,15,2021-06-27,26,970,0,19,0
Nordeste,CE,Redenção,23,2021-06-27,26,4941,29,89,0
Norte,PA,Rio Maria,15,2021-06-27,26,2444,0,30,0
Norte,PA,Rondon do Pará,15,2021-06-27,26,1496,0,74,0
Norte,PA,Rurópolis,15,2021-06-27,26,3807,0,66,2
Norte,PA,Salinópolis,15,2021-06-27,26,1166,0,98,0
Norte,PA,Salvaterra,15,2021-06-27,26,1336,0,27,0
Norte,PA,Santa Bárbara do Pará,15,2021-06-27,26,1211,0,25,0
Norte,PA,Santa Cruz do Arari,15,2021-06-27,26,173,0,10,0
Norte,PA,Santa Izabel do Pará,15,2021-06-27,26,2065,0,85,0
Norte,PA,Santa Luzia do Pará,15,2021-06-27,26,1433,0,21,0
Norte,PA,Santa Maria das Barreiras,15,2021-06-27,26,923,0,6,0
Norte,PA,Santa Maria do Pará,15,2021-06-27,26,1459,0,26,0
Norte,PA,Santana do Araguaia,15,2021-06-27,26,2901,0,28,2
Norte,PA,Santarém,15,2021-06-27,26,18265,22,912,0
Norte,PA,Santarém Novo,15,2021-06-27,26,402,0,8,0
Norte,PA,Santo Antônio do Tauá,15,2021-06-27,26,1930,0,55,0
Norte,PA,São Caetano de Odivelas,15,2021-06-27,26,1191,0,34,0
Norte,PA,São Domingos do Araguaia,15,2021-06-27,26,2450,0,47,0
Norte,PA,São Domingos do Capim,15,2021-06-27,26,982,0,29,0
Norte,PA,São Félix do Xingu,15,2021-06-27,26,4056,0,39,1
Norte,PA,São Francisco do Pará,15,2021-06-27,26,806,0,33,0
Norte,PA,São Geraldo do Araguaia,15,2021-06-27,26,1413,0,35,0
Norte,PA,São João da Ponta,15,2021-06-27,26,72,0,8,0
Norte,PA,São João de Pirabas,15,2021-06-27,26,322,0,37,0
Norte,PA,São João do Araguaia,15,2021-06-27,26,75,0,9,0
Norte,PA,São Miguel do Guamá,15,2021-06-27,26,3226,0,57,1
Norte,PA,São Sebastião da Boa Vista,15,2021-06-27,26,636,0,21,0
Sudeste,RJ,Sapucaia,33,2021-06-27,26,2867,0,109,0
Norte,PA,Senador José Porfírio,15,2021-06-27,26,708,0,17,0
Norte,PA,Soure,15,2021-06-27,26,702,0,20,0
Norte,PA,Tailândia,15,2021-06-27,26,6093,9,109,0
Norte,PA,Terra Alta,15,2021-06-27,26,602,0,22,0
Norte,PA,Terra Santa,15,2021-06-27,26,1318,0,52,0
Norte,PA,Tomé-Açu,15,2021-06-27,26,2124,0,70,0
Norte,PA,Tracuateua,15,2021-06-27,26,735,0,19,0
Norte,PA,Trairão,15,2021-06-27,26,1285,0,23,0
Norte,PA,Tucumã,15,2021-06-27,26,4746,0,77,0
Norte,PA,Tucuruí,15,2021-06-27,26,6752,0,240,0
Norte,PA,Ulianópolis,15,2021-06-27,26,2487,0,23,0
Norte,PA,Uruará,15,2021-06-27,26,2042,0,61,0
Norte,PA,Vigia,15,2021-06-27,26,2816,1,85,0
Norte,PA,Viseu,15,2021-06-27,26,1521,0,33,0
Norte,PA,Vitória do Xingu,15,2021-06-27,26,1944,0,24,0
Norte,PA,Xinguara,15,2021-06-27,26,4662,1,49,2
Norte,AP,Serra do Navio,16,2021-06-27,26,1201,0,5,0
Norte,AP,Amapá,16,2021-06-27,26,1326,9,10,0
Norte,AP,Pedra Branca do Amapari,16,2021-06-27,26,3345,6,10,0
Norte,AP,Calçoene,16,2021-06-27,26,1644,0,10,0
Norte,AP,Cutias,16,2021-06-27,26,869,0,6,0
Norte,AP,Ferreira Gomes,16,2021-06-27,26,1494,1,6,0
Norte,AP,Itaubal,16,2021-06-27,26,518,0,3,0
Norte,AP,Laranjal do Jari,16,2021-06-27,26,8350,0,95,0
Norte,AP,Macapá,16,2021-06-27,26,56590,23,1389,2
Norte,AP,Mazagão,16,2021-06-27,26,2998,0,17,0
Norte,AP,Oiapoque,16,2021-06-27,26,5155,3,47,0
Norte,AP,Porto Grande,16,2021-06-27,26,1889,0,24,0
Norte,AP,Pracuúba,16,2021-06-27,26,392,0,6,0
Nordeste,BA,Santana,29,2021-06-27,26,389,0,21,0
Norte,AP,Tartarugalzinho,16,2021-06-27,26,1943,0,13,0
Norte,AP,Vitória do Jari,16,2021-06-27,26,3922,0,28,0
Norte,TO,Abreulândia,17,2021-06-27,26,271,0,6,0
Norte,TO,Aguiarnópolis,17,2021-06-27,26,641,0,12,0
Norte,TO,Aliança do Tocantins,17,2021-06-27,26,608,0,20,0
Norte,TO,Almas,17,2021-06-27,26,236,0,5,0
Sul,RS,Alvorada,43,2021-06-27,26,20272,4,723,1
Norte,TO,Ananás,17,2021-06-27,26,1547,0,24,0
Norte,TO,Angico,17,2021-06-27,26,231,0,3,0
Norte,TO,Aparecida do Rio Negro,17,2021-06-27,26,340,0,8,0
Norte,TO,Aragominas,17,2021-06-27,26,539,0,9,0
Norte,TO,Araguacema,17,2021-06-27,26,639,0,11,0
Norte,TO,Araguaçu,17,2021-06-27,26,832,1,19,1
Norte,TO,Araguaína,17,2021-06-27,26,33596,39,459,3
Nordeste,MA,Araguanã,21,2021-06-27,26,806,0,5,0
Norte,TO,Araguatins,17,2021-06-27,26,2371,0,58,0
Norte,TO,Arapoema,17,2021-06-27,26,487,2,11,1
Norte,TO,Arraias,17,2021-06-27,26,918,0,7,0
Norte,TO,Augustinópolis,17,2021-06-27,26,1490,1,27,0
Norte,TO,Aurora do Tocantins,17,2021-06-27,26,188,0,5,0
Norte,TO,Axixá do Tocantins,17,2021-06-27,26,1028,0,19,0
Norte,TO,Babaçulândia,17,2021-06-27,26,809,1,5,0
Norte,TO,Bandeirantes do Tocantins,17,2021-06-27,26,471,0,7,0
Norte,TO,Barra do Ouro,17,2021-06-27,26,150,0,6,0
Norte,TO,Barrolândia,17,2021-06-27,26,751,0,20,0
Norte,TO,Bernardo Sayão,17,2021-06-27,26,618,0,11,0
Norte,TO,Brasilândia do Tocantins,17,2021-06-27,26,241,0,6,0
Norte,TO,Brejinho de Nazaré,17,2021-06-27,26,592,7,14,0
Norte,TO,Buriti do Tocantins,17,2021-06-27,26,922,0,16,0
Sul,RS,Cachoeirinha,43,2021-06-27,26,14264,40,410,0
Norte,TO,Campos Lindos,17,2021-06-27,26,326,0,3,0
Norte,TO,Cariri do Tocantins,17,2021-06-27,26,813,0,12,0
Norte,TO,Carmolândia,17,2021-06-27,26,246,0,5,0
Norte,TO,Carrasco Bonito,17,2021-06-27,26,530,0,6,0
Norte,TO,Caseara,17,2021-06-27,26,549,0,12,0
Sul,RS,Centenário,43,2021-06-27,26,225,0,4,0
Norte,TO,Chapada de Areia,17,2021-06-27,26,166,0,3,0
Norte,TO,Chapada da Natividade,17,2021-06-27,26,186,0,2,0
Norte,TO,Colinas do Tocantins,17,2021-06-27,26,7406,2,119,1
Norte,TO,Combinado,17,2021-06-27,26,643,0,10,0
Norte,TO,Conceição do Tocantins,17,2021-06-27,26,139,0,9,0
Norte,TO,Couto Magalhães,17,2021-06-27,26,428,0,6,0
Norte,TO,Cristalândia,17,2021-06-27,26,491,0,14,0
Norte,TO,Crixás do Tocantins,17,2021-06-27,26,133,0,0,0
Norte,TO,Darcinópolis,17,2021-06-27,26,626,0,10,0
Norte,TO,Dianópolis,17,2021-06-27,26,1470,2,30,1
Norte,TO,Divinópolis do Tocantins,17,2021-06-27,26,767,0,9,0
Norte,TO,Dois Irmãos do Tocantins,17,2021-06-27,26,658,0,18,0
Norte,TO,Dueré,17,2021-06-27,26,353,3,9,0
Nordeste,PI,Esperantina,22,2021-06-27,26,2727,1,82,0
Nordeste,BA,Fátima,29,2021-06-27,26,991,6,14,1
Norte,TO,Figueirópolis,17,2021-06-27,26,708,5,13,0
Nordeste,BA,Filadélfia,29,2021-06-27,26,1041,0,29,0
Norte,TO,Formoso do Araguaia,17,2021-06-27,26,2711,0,52,0
Norte,TO,Tabocão,17,2021-06-27,26,489,0,8,0
Norte,TO,Goianorte,17,2021-06-27,26,309,0,7,0
Norte,TO,Goiatins,17,2021-06-27,26,1026,0,10,0
Norte,TO,Guaraí,17,2021-06-27,26,3133,1,69,1
Norte,TO,Gurupi,17,2021-06-27,26,12227,56,193,0
Nordeste,CE,Ipueiras,23,2021-06-27,26,2667,9,56,0
Norte,TO,Itacajá,17,2021-06-27,26,913,0,11,0
Norte,TO,Itaguatins,17,2021-06-27,26,499,0,14,0
Norte,TO,Itapiratins,17,2021-06-27,26,386,0,3,0
Norte,TO,Itaporã do Tocantins,17,2021-06-27,26,414,0,3,0
Norte,TO,Jaú do Tocantins,17,2021-06-27,26,257,0,8,0
Norte,TO,Juarina,17,2021-06-27,26,137,0,2,0
Norte,TO,Lagoa da Confusão,17,2021-06-27,26,1762,0,23,0
Norte,TO,Lagoa do Tocantins,17,2021-06-27,26,253,0,7,0
Sul,RS,Lajeado,43,2021-06-27,26,13943,0,187,0
Norte,TO,Lavandeira,17,2021-06-27,26,140,0,0,0
Norte,TO,Lizarda,17,2021-06-27,26,145,0,3,0
Norte,TO,Luzinópolis,17,2021-06-27,26,198,0,2,0
Norte,TO,Marianópolis do Tocantins,17,2021-06-27,26,389,0,12,0
Norte,TO,Mateiros,17,2021-06-27,26,190,0,0,0
Norte,TO,Maurilândia do Tocantins,17,2021-06-27,26,299,0,4,0
Norte,TO,Miracema do Tocantins,17,2021-06-27,26,1874,4,48,0
Norte,TO,Miranorte,17,2021-06-27,26,2314,1,55,0
Norte,TO,Monte do Carmo,17,2021-06-27,26,534,0,9,0
Norte,TO,Monte Santo do Tocantins,17,2021-06-27,26,151,0,6,0
Norte,TO,Palmeiras do Tocantins,17,2021-06-27,26,584,0,6,0
Norte,TO,Muricilândia,17,2021-06-27,26,545,0,2,0
Sudeste,RJ,Natividade,33,2021-06-27,26,1074,0,19,0
Nordeste,BA,Nazaré,29,2021-06-27,26,2610,10,43,0
Nordeste,PB,Nova Olinda,25,2021-06-27,26,339,0,8,0
Norte,TO,Nova Rosalândia,17,2021-06-27,26,436,0,11,0
Norte,TO,Novo Acordo,17,2021-06-27,26,269,1,3,0
Norte,TO,Novo Alegre,17,2021-06-27,26,93,0,3,0
Norte,TO,Novo Jardim,17,2021-06-27,26,234,0,2,0
Norte,TO,Oliveira de Fátima,17,2021-06-27,26,116,0,1,0
Norte,TO,Palmeirante,17,2021-06-27,26,495,0,8,0
Norte,TO,Palmeirópolis,17,2021-06-27,26,1113,0,22,0
Norte,TO,Paraíso do Tocantins,17,2021-06-27,26,7586,1,167,1
Norte,TO,Paranã,17,2021-06-27,26,427,0,6,0
