﻿UF,Material,Quantidade,Data de Saída
Órgãos Federais,Sapatilha e Touca,15300,15/04/2020
Órgãos Federais,Sapatilha e Touca,16000,23/04/2020
Órgãos Federais,Sapatilha e Touca,16000,11/05/2020
Órgãos Federais,Sapatilha e Touca,16800,20/04/2020
Órgãos Federais,Sapatilha e Touca,19600,04/05/2020
Órgãos Federais,Sapatilha e Touca,36000,24/06/2020
Órgãos Federais,Sapatilha e Touca,72000,15/07/2020
Órgãos Federais,Sapatilha e Touca,90000,31/03/2020
PA,Avental,75,14/05/2020
PA,Avental,232,15/04/2020
PA,Avental,300,14/05/2020
PA,Avental,640,23/04/2020
PA,Avental,1025,15/04/2020
PA,Avental,1075,15/04/2020
PA,Avental,1440,30/04/2020
PA,Avental,2100,28/03/2020
PA,Avental,2250,15/04/2020
PA,Avental,2295,22/05/2020
PA,Avental,3525,15/04/2020
PA,Avental,3750,15/04/2020
PA,Avental,6240,30/04/2020
PA,Avental,9280,23/04/2020
PA,Avental,9700,14/05/2020
PA,Avental,23300,14/05/2020
PA,Avental,28000,21/03/2020
PA,Avental,40000,29/04/2020
PA,Sapatilha e Touca,100,04/03/2021
PA,Sapatilha e Touca,700,24/03/2020
PA,Sapatilha e Touca,800,19/03/2020
PA,Sapatilha e Touca,1000,19/03/2020
PA,Sapatilha e Touca,1300,28/03/2020
PA,Sapatilha e Touca,1600,26/02/2021
PA,Sapatilha e Touca,1600,24/03/2021
PA,Sapatilha e Touca,2200,14/05/2020
PA,Sapatilha e Touca,4000,23/04/2020
PA,Sapatilha e Touca,4000,05/06/2020
PA,Sapatilha e Touca,4000,10/06/2020
PA,Sapatilha e Touca,4100,31/03/2020
PA,Sapatilha e Touca,4700,30/04/2020
PA,Sapatilha e Touca,8000,10/06/2020
PA,Sapatilha e Touca,10000,30/04/2020
PA,Sapatilha e Touca,10500,08/10/2020
PA,Sapatilha e Touca,11400,15/04/2020
PA,Sapatilha e Touca,11900,28/03/2020
PA,Sapatilha e Touca,14700,24/03/2021
PA,Sapatilha e Touca,21800,14/05/2020
PA,Sapatilha e Touca,28000,04/06/2020
PA,Sapatilha e Touca,40000,29/04/2020
PA,Sapatilha e Touca,41000,22/05/2020
PA,Sapatilha e Touca,94300,08/10/2020
PA,Sapatilha e Touca,490000,31/03/2020
PB,Avental,156,15/04/2020
PB,Avental,575,15/04/2020
PB,Avental,700,28/03/2020
PB,Avental,700,15/04/2020
PB,Avental,850,15/04/2020
PB,Avental,960,30/04/2020
PB,Avental,1595,22/05/2020
PB,Avental,2025,15/04/2020
PB,Avental,2250,14/05/2020
PB,Avental,3600,15/04/2020
PB,Avental,4190,30/04/2020
PB,Avental,4200,14/05/2020
PB,Avental,6720,23/04/2020
PB,Avental,13300,21/03/2020
PB,Avental,15600,14/05/2020
PB,Sapatilha e Touca,400,19/03/2020
PB,Sapatilha e Touca,500,25/03/2020
PB,Sapatilha e Touca,600,28/03/2020
PB,Sapatilha e Touca,600,24/03/2021
PB,Sapatilha e Touca,1000,19/03/2020
PB,Sapatilha e Touca,1000,14/05/2020
PB,Sapatilha e Touca,1900,31/03/2020
PB,Sapatilha e Touca,4000,23/04/2020
PB,Sapatilha e Touca,4000,05/06/2020
PB,Sapatilha e Touca,4000,10/06/2020
PB,Sapatilha e Touca,5000,14/05/2020
PB,Sapatilha e Touca,5500,28/03/2020
PB,Sapatilha e Touca,7700,15/04/2020
PB,Sapatilha e Touca,7900,24/03/2021
PB,Sapatilha e Touca,9800,30/04/2020
PB,Sapatilha e Touca,10000,14/05/2020
PB,Sapatilha e Touca,16000,04/06/2020
PB,Sapatilha e Touca,18600,08/10/2020
PB,Sapatilha e Touca,28500,22/05/2020
PB,Sapatilha e Touca,54300,08/10/2020
PB,Sapatilha e Touca,230000,31/03/2020
PE,Avental,344,15/04/2020
PE,Avental,1575,15/04/2020
PE,Avental,2100,28/03/2020
PE,Avental,2280,30/04/2020
PE,Avental,3170,22/05/2020
PE,Avental,9220,30/04/2020
PE,Avental,12800,14/05/2020
PE,Avental,14720,23/04/2020
PE,Avental,15600,15/04/2020
PE,Avental,31000,14/05/2020
PE,Avental,31500,21/03/2020
PE,Sapatilha e Touca,700,25/03/2020
PE,Sapatilha e Touca,900,19/03/2020
PE,Sapatilha e Touca,1000,19/03/2020
PE,Sapatilha e Touca,1400,28/03/2020
PE,Sapatilha e Touca,2700,25/03/2021
PE,Sapatilha e Touca,4000,05/06/2020
PE,Sapatilha e Touca,4000,10/06/2020
PE,Sapatilha e Touca,4600,31/03/2020
PE,Sapatilha e Touca,8000,23/04/2020
PE,Sapatilha e Touca,10000,10/04/2020
PE,Sapatilha e Touca,12000,10/06/2020
PE,Sapatilha e Touca,13200,28/03/2020
PE,Sapatilha e Touca,16900,15/04/2020
PE,Sapatilha e Touca,17200,08/10/2020
PE,Sapatilha e Touca,19800,24/03/2021
PE,Sapatilha e Touca,21700,30/04/2020
PE,Sapatilha e Touca,32000,14/05/2020
PE,Sapatilha e Touca,36000,04/06/2020
PE,Sapatilha e Touca,56600,22/05/2020
PE,Sapatilha e Touca,127500,08/10/2020
PE,Sapatilha e Touca,540000,31/03/2020
PI,Avental,127,15/04/2020
PI,Avental,575,15/04/2020
PI,Avental,640,15/04/2020
PI,Avental,700,28/03/2020
PI,Avental,780,15/04/2020
PI,Avental,840,30/04/2020
PI,Avental,900,15/04/2020
PI,Avental,1210,22/05/2020
PI,Avental,1950,14/05/2020
PI,Avental,3100,14/05/2020
PI,Avental,3400,30/04/2020
PI,Avental,3425,15/04/2020
PI,Avental,5440,23/04/2020
PI,Avental,10500,21/03/2020
PI,Avental,12200,14/05/2020
PI,Sapatilha e Touca,300,19/03/2020
PI,Sapatilha e Touca,500,25/03/2020
PI,Sapatilha e Touca,500,28/03/2020
PI,Sapatilha e Touca,1000,19/03/2020
PI,Sapatilha e Touca,1400,15/04/2020
PI,Sapatilha e Touca,1600,31/03/2020
PI,Sapatilha e Touca,2900,24/03/2021
PI,Sapatilha e Touca,4000,23/04/2020
PI,Sapatilha e Touca,4000,05/06/2020
PI,Sapatilha e Touca,4000,10/06/2020
PI,Sapatilha e Touca,4500,28/03/2020
PI,Sapatilha e Touca,4800,15/04/2020
PI,Sapatilha e Touca,5700,24/03/2021
PI,Sapatilha e Touca,6400,08/10/2020
PI,Sapatilha e Touca,8000,30/04/2020
PI,Sapatilha e Touca,8000,04/06/2020
PI,Sapatilha e Touca,10000,10/04/2020
PI,Sapatilha e Touca,12000,14/05/2020
PI,Sapatilha e Touca,15000,08/10/2020
PI,Sapatilha e Touca,15400,08/10/2020
PI,Sapatilha e Touca,18300,08/10/2020
PI,Sapatilha e Touca,21600,22/05/2020
PI,Sapatilha e Touca,40000,31/03/2020
PI,Sapatilha e Touca,150000,31/03/2020
PR,Avental,50,14/05/2020
PR,Avental,465,15/04/2020
PR,Avental,2125,15/04/2020
PR,Avental,2475,14/05/2020
PR,Avental,2800,28/03/2020
PR,Avental,3000,30/04/2020
PR,Avental,3505,22/05/2020
PR,Avental,11300,14/05/2020
PR,Avental,12460,30/04/2020
PR,Avental,20160,23/04/2020
PR,Avental,21040,15/04/2020
PR,Avental,33400,14/05/2020
PR,Avental,37800,21/03/2020
PR,Sapatilha e Touca,800,25/03/2020
PR,Sapatilha e Touca,1000,19/03/2020
PR,Sapatilha e Touca,1100,19/03/2020
PR,Sapatilha e Touca,1700,28/03/2020
PR,Sapatilha e Touca,2500,24/03/2021
PR,Sapatilha e Touca,4000,05/06/2020
PR,Sapatilha e Touca,4000,10/06/2020
PR,Sapatilha e Touca,4600,05/03/2021
PR,Sapatilha e Touca,5000,05/03/2021
PR,Sapatilha e Touca,5400,31/03/2020
PR,Sapatilha e Touca,10000,10/04/2020
PR,Sapatilha e Touca,12000,23/04/2020
PR,Sapatilha e Touca,12700,05/03/2021
PR,Sapatilha e Touca,15800,28/03/2020
PR,Sapatilha e Touca,16000,10/06/2020
PR,Sapatilha e Touca,16000,08/10/2020
PR,Sapatilha e Touca,22400,24/03/2021
PR,Sapatilha e Touca,22900,15/04/2020
PR,Sapatilha e Touca,29400,30/04/2020
PR,Sapatilha e Touca,36000,14/05/2020
PR,Sapatilha e Touca,43900,08/10/2020
PR,Sapatilha e Touca,44000,04/06/2020
PR,Sapatilha e Touca,62500,22/05/2020
PR,Sapatilha e Touca,100000,08/10/2020
PR,Sapatilha e Touca,650000,31/03/2020
RJ,Avental,645,15/04/2020
RJ,Avental,1000,07/05/2020
RJ,Avental,2975,15/04/2020
RJ,Avental,4200,28/03/2020
RJ,Avental,4320,30/04/2020
RJ,Avental,6435,22/05/2020
RJ,Avental,17310,30/04/2020
RJ,Avental,27840,23/04/2020
RJ,Avental,29240,15/04/2020
RJ,Sapatilha e Touca,400,15/04/2020
RJ,Sapatilha e Touca,1000,19/03/2020
RJ,Sapatilha e Touca,1000,28/03/2020
RJ,Sapatilha e Touca,1600,19/03/2020
RJ,Sapatilha e Touca,2600,28/03/2020
RJ,Sapatilha e Touca,4000,07/05/2020
RJ,Sapatilha e Touca,4000,22/05/2020
RJ,Sapatilha e Touca,5300,24/03/2021
RJ,Sapatilha e Touca,8200,31/03/2020
RJ,Sapatilha e Touca,10000,10/04/2020
RJ,Sapatilha e Touca,12000,10/06/2020
RJ,Sapatilha e Touca,14000,24/03/2021
RJ,Sapatilha e Touca,16000,23/04/2020
RJ,Sapatilha e Touca,16000,10/06/2020
RJ,Sapatilha e Touca,23800,28/03/2020
RJ,Sapatilha e Touca,26400,24/03/2021
RJ,Sapatilha e Touca,31400,15/04/2020
RJ,Sapatilha e Touca,36000,05/06/2020
RJ,Sapatilha e Touca,40800,30/04/2020
RJ,Sapatilha e Touca,52000,04/06/2020
RJ,Sapatilha e Touca,124100,08/10/2020
RJ,Sapatilha e Touca,155300,03/12/2020
RJ,Sapatilha e Touca,980000,31/03/2020
RN,Avental,136,15/04/2020
RN,Avental,500,14/05/2020
RN,Avental,560,15/04/2020
RN,Avental,625,15/04/2020
RN,Avental,700,28/03/2020
RN,Avental,840,30/04/2020
RN,Avental,1295,22/05/2020
RN,Avental,2240,15/04/2020
RN,Avental,2400,14/05/2020
RN,Avental,2700,14/05/2020
RN,Avental,3340,15/04/2020
RN,Avental,3650,30/04/2020
RN,Avental,5760,23/04/2020
RN,Avental,11200,21/03/2020
RN,Avental,13700,14/05/2020
RN,Sapatilha e Touca,300,19/03/2020
RN,Sapatilha e Touca,500,25/03/2020
RN,Sapatilha e Touca,500,28/03/2020
RN,Sapatilha e Touca,1000,19/03/2020
RN,Sapatilha e Touca,1700,31/03/2020
RN,Sapatilha e Touca,2200,24/03/2021
RN,Sapatilha e Touca,4000,23/04/2020
RN,Sapatilha e Touca,4000,05/06/2020
RN,Sapatilha e Touca,4000,10/06/2020
RN,Sapatilha e Touca,4300,08/10/2020
RN,Sapatilha e Touca,4800,28/03/2020
RN,Sapatilha e Touca,6700,15/04/2020
RN,Sapatilha e Touca,7000,24/03/2021
RN,Sapatilha e Touca,8600,30/04/2020
RN,Sapatilha e Touca,10000,08/10/2020
RN,Sapatilha e Touca,12000,14/05/2020
RN,Sapatilha e Touca,12000,04/06/2020
RN,Sapatilha e Touca,23100,22/05/2020
RN,Sapatilha e Touca,44900,08/10/2020
RN,Sapatilha e Touca,200000,31/03/2020
RO,Avental,69,15/04/2020
RO,Avental,80,23/04/2020
RO,Avental,300,15/04/2020
RO,Avental,360,30/04/2020
RO,Avental,620,23/04/2020
RO,Avental,675,22/05/2020
RO,Avental,700,28/03/2020
RO,Avental,1860,30/04/2020
RO,Avental,2240,23/04/2020
RO,Avental,3000,14/05/2020
RO,Avental,3120,15/04/2020
RO,Avental,5600,21/03/2020
RO,Avental,7300,14/05/2020
RO,Avental,60000,11/05/2021
RO,Sapatilha e Touca,200,19/03/2020
RO,Sapatilha e Touca,200,26/02/2021
RO,Sapatilha e Touca,300,28/03/2020
RO,Sapatilha e Touca,300,31/03/2020
RO,Sapatilha e Touca,400,25/03/2020
RO,Sapatilha e Touca,400,28/03/2020
RO,Sapatilha e Touca,500,31/03/2020
RO,Sapatilha e Touca,1000,19/03/2020
RO,Sapatilha e Touca,1000,20/01/2021
RO,Sapatilha e Touca,1200,08/10/2020
RO,Sapatilha e Touca,2100,28/03/2020
RO,Sapatilha e Touca,3400,15/04/2020
RO,Sapatilha e Touca,3500,08/10/2020
RO,Sapatilha e Touca,4000,23/04/2020
RO,Sapatilha e Touca,4000,05/06/2020
RO,Sapatilha e Touca,4000,10/06/2020
RO,Sapatilha e Touca,4100,24/03/2021
RO,Sapatilha e Touca,4400,30/04/2020
RO,Sapatilha e Touca,8000,14/05/2020
RO,Sapatilha e Touca,8000,04/06/2020
RO,Sapatilha e Touca,12000,22/05/2020
RO,Sapatilha e Touca,26100,08/10/2020
RO,Sapatilha e Touca,100000,31/03/2020
RR,Avental,29,15/04/2020
RR,Avental,120,30/04/2020
RR,Avental,125,15/04/2020
RR,Avental,210,23/05/2020
RR,Avental,700,21/03/2020
RR,Avental,700,28/03/2020
RR,Avental,780,30/04/2020
RR,Avental,960,23/04/2020
RR,Avental,1300,15/04/2020
RR,Avental,1375,14/05/2020
RR,Avental,3300,14/05/2020
RR,Sapatilha e Touca,100,19/03/2020
RR,Sapatilha e Touca,100,28/03/2020
RR,Sapatilha e Touca,100,31/03/2020
RR,Sapatilha e Touca,300,31/03/2020
RR,Sapatilha e Touca,400,25/03/2020
RR,Sapatilha e Touca,500,24/03/2021
RR,Sapatilha e Touca,600,24/03/2021
RR,Sapatilha e Touca,700,24/03/2021
RR,Sapatilha e Touca,800,28/03/2020
RR,Sapatilha e Touca,1000,19/03/2020
RR,Sapatilha e Touca,1000,24/03/2021
RR,Sapatilha e Touca,1400,15/04/2020
RR,Sapatilha e Touca,1800,30/04/2020
RR,Sapatilha e Touca,3600,23/05/2020
RR,Sapatilha e Touca,4000,23/04/2020
RR,Sapatilha e Touca,4000,04/06/2020
RR,Sapatilha e Touca,4000,10/06/2020
RR,Sapatilha e Touca,4000,12/06/2020
RR,Sapatilha e Touca,4000,08/10/2020
RR,Sapatilha e Touca,9800,08/10/2020
RR,Sapatilha e Touca,30000,31/03/2020
RS,Avental,450,14/05/2020
RS,Avental,534,15/04/2020
RS,Avental,2450,15/04/2020
RS,Avental,2800,28/03/2020
RS,Avental,3365,22/05/2020
RS,Avental,3480,30/04/2020
RS,Avental,8640,15/04/2020
RS,Avental,12640,15/04/2020
RS,Avental,13000,14/05/2020
RS,Avental,14340,30/04/2020
RS,Avental,23040,23/04/2020
RS,Avental,32500,14/05/2020
RS,Avental,37800,21/03/2020
RS,Sapatilha e Touca,100,24/03/2021
RS,Sapatilha e Touca,400,05/03/2021
RS,Sapatilha e Touca,800,28/03/2020
RS,Sapatilha e Touca,1000,19/03/2020
RS,Sapatilha e Touca,1000,24/03/2021
RS,Sapatilha e Touca,1100,19/03/2020
RS,Sapatilha e Touca,1700,28/03/2020
RS,Sapatilha e Touca,2900,08/10/2020
RS,Sapatilha e Touca,4000,10/06/2020
RS,Sapatilha e Touca,4500,24/03/2021
RS,Sapatilha e Touca,5000,05/03/2021
RS,Sapatilha e Touca,5400,31/03/2020
RS,Sapatilha e Touca,8000,05/06/2020
RS,Sapatilha e Touca,9000,14/05/2020
RS,Sapatilha e Touca,10000,10/04/2020
RS,Sapatilha e Touca,12000,23/04/2020
RS,Sapatilha e Touca,12000,10/06/2020
RS,Sapatilha e Touca,13000,05/03/2021
RS,Sapatilha e Touca,15700,28/03/2020
RS,Sapatilha e Touca,18400,24/03/2021
RS,Sapatilha e Touca,26300,15/04/2020
RS,Sapatilha e Touca,27000,14/05/2020
RS,Sapatilha e Touca,32500,08/10/2020
RS,Sapatilha e Touca,33800,30/04/2020
RS,Sapatilha e Touca,36000,04/06/2020
RS,Sapatilha e Touca,60100,22/05/2020
RS,Sapatilha e Touca,118300,08/10/2020
RS,Sapatilha e Touca,650000,31/03/2020
SC,Avental,50,14/05/2020
SC,Avental,299,15/04/2020
SC,Avental,510,30/04/2020
SC,Avental,1375,15/04/2020
SC,Avental,1400,28/03/2020
SC,Avental,1410,30/04/2020
SC,Avental,2235,22/05/2020
SC,Avental,2880,23/04/2020
SC,Avental,4220,15/04/2020
SC,Avental,8020,30/04/2020
SC,Avental,8500,14/05/2020
SC,Avental,9320,15/04/2020
SC,Avental,9920,23/04/2020
SC,Avental,20600,14/05/2020
SC,Avental,23800,21/03/2020
SC,Sapatilha e Touca,100,05/03/2021
SC,Sapatilha e Touca,700,19/03/2020
SC,Sapatilha e Touca,700,24/03/2021
SC,Sapatilha e Touca,1000,25/03/2020
SC,Sapatilha e Touca,1100,28/03/2020
SC,Sapatilha e Touca,2000,19/03/2020
SC,Sapatilha e Touca,3400,31/03/2020
SC,Sapatilha e Touca,4000,05/06/2020
SC,Sapatilha e Touca,4000,10/06/2020
SC,Sapatilha e Touca,4500,08/10/2020
SC,Sapatilha e Touca,8000,23/04/2020
SC,Sapatilha e Touca,8000,10/06/2020
SC,Sapatilha e Touca,9900,28/03/2020
SC,Sapatilha e Touca,14700,15/04/2020
SC,Sapatilha e Touca,15100,05/03/2021
SC,Sapatilha e Touca,15200,24/03/2021
SC,Sapatilha e Touca,17600,08/10/2020
SC,Sapatilha e Touca,18900,30/04/2020
SC,Sapatilha e Touca,24000,14/05/2020
SC,Sapatilha e Touca,28000,04/06/2020
SC,Sapatilha e Touca,39900,22/05/2020
SC,Sapatilha e Touca,80000,08/10/2020
SC,Sapatilha e Touca,410000,31/03/2020
SE,Avental,50,14/05/2020
SE,Avental,94,15/04/2020
SE,Avental,425,15/04/2020
SE,Avental,600,30/04/2020
SE,Avental,700,28/03/2020
SE,Avental,835,22/05/2020
SE,Avental,2540,30/04/2020
SE,Avental,3200,14/05/2020
SE,Avental,3840,23/04/2020
SE,Avental,4240,15/04/2020
SE,Avental,7000,21/03/2020
SE,Avental,7900,14/05/2020
SE,Sapatilha e Touca,200,19/03/2020
SE,Sapatilha e Touca,300,28/03/2020
SE,Sapatilha e Touca,400,25/03/2020
SE,Sapatilha e Touca,900,25/03/2021
SE,Sapatilha e Touca,1000,19/03/2020
SE,Sapatilha e Touca,1000,08/10/2020
SE,Sapatilha e Touca,1100,31/03/2020
SE,Sapatilha e Touca,2300,25/03/2021
SE,Sapatilha e Touca,2700,25/03/2021
SE,Sapatilha e Touca,3000,08/10/2020
SE,Sapatilha e Touca,3200,28/03/2020
SE,Sapatilha e Touca,4000,23/04/2020
SE,Sapatilha e Touca,4000,05/06/2020
SE,Sapatilha e Touca,4000,10/06/2020
SE,Sapatilha e Touca,4600,15/04/2020
SE,Sapatilha e Touca,5800,08/10/2020
SE,Sapatilha e Touca,5900,30/04/2020
SE,Sapatilha e Touca,8000,14/05/2020
SE,Sapatilha e Touca,8000,04/06/2020
SE,Sapatilha e Touca,8000,08/10/2020
SE,Sapatilha e Touca,10000,08/10/2020
SE,Sapatilha e Touca,10200,08/10/2020
SE,Sapatilha e Touca,14900,22/05/2020
SE,Sapatilha e Touca,130000,31/03/2020
SP,Avental,20,14/05/2020
SP,Avental,1907,15/04/2020
SP,Avental,8800,15/04/2020
SP,Avental,10000,15/04/2020
SP,Avental,11200,28/03/2020
SP,Avental,12720,30/04/2020
SP,Avental,13880,22/05/2020
SP,Avental,51120,30/04/2020
SP,Avental,55900,14/05/2020
SP,Avental,76440,15/04/2020
SP,Avental,82880,23/04/2020
SP,Avental,135300,14/05/2020
SP,Avental,153300,21/03/2020
SP,Sapatilha e Touca,300,28/03/2020
SP,Sapatilha e Touca,2500,25/03/2020
SP,Sapatilha e Touca,3900,28/03/2020
SP,Sapatilha e Touca,4400,19/03/2020
SP,Sapatilha e Touca,6900,28/03/2020
SP,Sapatilha e Touca,8000,28/03/2020
SP,Sapatilha e Touca,12000,10/06/2020
SP,Sapatilha e Touca,18000,25/03/2021
SP,Sapatilha e Touca,20600,07/04/2021
SP,Sapatilha e Touca,21900,31/03/2020
SP,Sapatilha e Touca,32000,05/06/2020
SP,Sapatilha e Touca,36000,10/06/2020
SP,Sapatilha e Touca,41400,15/04/2020
SP,Sapatilha e Touca,41600,16/10/2020
SP,Sapatilha e Touca,48000,23/04/2020
SP,Sapatilha e Touca,50000,10/04/2020
SP,Sapatilha e Touca,50900,28/03/2020
SP,Sapatilha e Touca,52600,15/04/2020
SP,Sapatilha e Touca,60000,07/04/2021
SP,Sapatilha e Touca,61800,16/10/2020
SP,Sapatilha e Touca,115400,08/10/2020
SP,Sapatilha e Touca,120600,30/04/2020
SP,Sapatilha e Touca,156000,14/05/2020
SP,Sapatilha e Touca,200000,16/10/2020
SP,Sapatilha e Touca,215000,16/10/2020
SP,Sapatilha e Touca,247900,22/05/2020
SP,Sapatilha e Touca,2570000,31/03/2020
TO,Avental,83,15/04/2020
TO,Avental,375,15/04/2020
TO,Avental,480,30/04/2020
TO,Avental,700,28/03/2020
TO,Avental,860,22/05/2020
TO,Avental,1000,15/04/2020
TO,Avental,2240,30/04/2020
TO,Avental,2800,15/04/2020
TO,Avental,3520,23/04/2020
TO,Avental,3600,14/05/2020
TO,Avental,4900,21/03/2020
TO,Avental,8800,14/05/2020
TO,Sapatilha e Touca,100,19/03/2020
TO,Sapatilha e Touca,400,25/03/2020
TO,Sapatilha e Touca,400,28/03/2020
TO,Sapatilha e Touca,500,25/03/2021
TO,Sapatilha e Touca,700,31/03/2020
TO,Sapatilha e Touca,1000,19/03/2020
TO,Sapatilha e Touca,2200,28/03/2020
TO,Sapatilha e Touca,4000,23/04/2020
TO,Sapatilha e Touca,4000,05/06/2020
TO,Sapatilha e Touca,4000,10/06/2020
TO,Sapatilha e Touca,4000,08/10/2020
TO,Sapatilha e Touca,4100,15/04/2020
TO,Sapatilha e Touca,5300,30/04/2020
TO,Sapatilha e Touca,5600,25/03/2021
TO,Sapatilha e Touca,8000,14/05/2020
TO,Sapatilha e Touca,8000,04/06/2020
TO,Sapatilha e Touca,10000,31/03/2020
TO,Sapatilha e Touca,15300,22/05/2020
TO,Sapatilha e Touca,35900,08/10/2020
TO,Sapatilha e Touca,80000,31/03/2020
